ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
12714,0.14,0.00,0.67,0.33,0.34,0.20,0.20,0.20,0.20,0.20,0.20,0.22,0.13,0.12,0.23,0.15,0.32,0.00,0.00,0.00,0.00,0.01,0.01
23946,0.09,0.00,0.50,0.67,0.07,0.20,0.20,0.20,0.20,0.20,0.20,0.21,0.13,0.12,0.21,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00
28771,0.35,1.00,0.17,0.33,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.17,0.08,0.26,0.01,0.00,0.01,0.00,0.00,0.00
6985,0.04,0.00,0.17,0.33,0.33,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.01,0.00
27620,0.07,1.00,0.33,0.67,0.02,0.20,0.20,0.20,0.20,0.20,0.20,0.15,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
22577,0.13,1.00,0.17,0.33,0.47,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.09,0.09,0.17,0.08,0.30,0.02,0.01,0.02,0.00,0.11,0.00
27484,0.09,0.00,0.50,0.33,0.57,0.40,0.40,0.40,0.50,0.40,0.40,0.22,0.15,0.13,0.24,0.17,0.33,0.00,0.00,0.00,0.01,0.01,0.01
6506,0.04,0.00,0.33,0.67,0.53,0.30,0.40,0.20,0.20,0.20,0.40,0.15,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
14982,0.49,1.00,0.33,0.33,0.26,0.20,0.20,0.20,0.20,0.20,0.10,0.15,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.01,0.00,0.02,0.00
10536,0.02,1.00,0.33,0.67,0.07,0.40,0.40,0.40,0.40,0.50,0.40,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.06
25266,0.13,1.00,0.33,0.67,0.05,0.10,0.10,0.10,0.00,0.10,0.20,0.17,0.07,0.09,0.16,0.08,0.26,0.01,0.00,0.00,0.01,0.00,0.00
4001,0.15,1.00,0.17,0.33,0.14,0.10,0.10,0.00,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
6087,0.19,0.00,0.33,0.67,0.26,0.20,0.20,0.20,0.20,0.20,0.20,0.23,0.16,0.14,0.25,0.18,0.34,0.01,0.00,0.00,0.01,0.01,0.01
25137,0.25,0.00,0.50,0.67,0.53,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.01
1764,0.12,1.00,0.17,0.67,0.09,0.30,0.40,0.40,0.40,0.40,0.40,0.17,0.09,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
12830,0.34,1.00,0.33,0.33,0.29,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.10,0.17,0.09,0.27,0.01,0.01,0.01,0.01,0.02,0.01
29039,0.19,1.00,0.50,0.67,0.50,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.09,0.27,0.00,0.00,0.00,0.01,0.01,0.03
702,0.00,1.00,0.50,0.67,0.02,0.20,0.20,0.20,0.20,0.00,0.00,0.15,0.08,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
11042,0.09,1.00,0.17,0.33,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.24,0.17,0.14,0.26,0.18,0.34,0.01,0.00,0.00,0.01,0.01,0.01
9258,0.01,1.00,0.33,0.67,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
28124,0.22,1.00,0.33,0.33,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.01
10696,0.01,0.00,0.17,0.67,0.09,0.20,0.20,0.20,0.20,0.20,0.40,0.16,0.08,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
11225,0.00,1.00,0.33,0.33,0.03,0.30,0.50,0.40,0.40,0.40,0.20,0.16,0.08,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
8630,0.03,0.00,0.17,0.33,0.43,0.10,0.40,0.40,0.10,0.20,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
6420,0.19,0.00,0.33,0.67,0.21,0.20,0.20,0.20,0.20,0.20,0.40,0.22,0.14,0.13,0.24,0.17,0.31,0.00,0.00,0.00,0.01,0.00,0.01
13597,0.02,0.00,0.33,0.67,0.07,0.20,0.20,0.20,0.40,0.20,0.20,0.15,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
15782,0.07,1.00,0.33,0.67,0.03,0.20,0.20,0.20,0.20,0.20,0.20,0.22,0.14,0.13,0.23,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00
802,0.04,1.00,0.50,0.33,0.40,0.10,0.10,0.10,0.10,0.20,0.20,0.15,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.01,0.00,0.00,0.00
43,0.13,1.00,0.33,0.33,0.28,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.12,0.12,0.22,0.15,0.31,0.00,0.00,0.00,0.01,0.01,0.01
28047,0.02,1.00,0.33,0.33,0.16,0.10,0.40,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.01,0.01
22235,0.17,1.00,0.17,0.67,0.14,0.10,0.10,0.10,0.10,0.20,0.10,0.15,0.07,0.09,0.17,0.13,0.26,0.00,0.00,0.01,0.08,0.00,0.01
27947,0.02,1.00,0.50,0.67,0.12,0.40,0.20,0.20,0.10,0.10,0.20,0.15,0.07,0.09,0.16,0.11,0.28,0.00,0.00,0.00,0.04,0.00,0.00
26482,0.04,1.00,0.33,0.33,0.57,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.21,0.13,0.30,0.00,0.00,0.00,0.00,0.00,0.01
12307,0.31,1.00,0.50,0.67,0.33,0.30,0.40,0.40,0.40,0.40,0.20,0.41,0.36,0.25,0.46,0.39,0.50,0.01,0.00,0.03,0.00,0.03,0.03
18845,0.11,1.00,0.33,0.33,0.10,0.20,0.20,0.20,0.20,0.20,0.40,0.22,0.15,0.13,0.23,0.16,0.32,0.00,0.00,0.00,0.01,0.00,0.01
28478,0.09,1.00,0.33,0.67,0.24,0.10,0.10,0.10,0.10,0.10,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
23151,0.17,1.00,0.33,0.67,0.21,0.10,0.10,0.10,0.10,0.20,0.20,0.15,0.07,0.09,0.17,0.09,0.26,0.00,0.00,0.01,0.01,0.00,0.00
12508,0.14,1.00,0.17,0.33,0.53,0.10,0.50,0.40,0.20,0.20,0.10,0.15,0.07,0.09,0.16,0.08,0.27,0.00,0.00,0.00,0.00,0.02,0.00
22828,0.04,1.00,0.50,0.33,0.28,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
21548,0.02,1.00,0.33,0.67,0.02,0.40,0.40,0.40,0.40,0.40,0.40,0.17,0.09,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.01,0.00
5910,0.04,1.00,0.33,0.67,0.05,0.10,0.10,0.10,0.10,0.20,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
17253,0.05,1.00,0.33,0.33,0.10,0.20,0.20,0.20,0.20,0.20,0.10,0.18,0.10,0.10,0.18,0.08,0.28,0.00,0.00,0.00,0.00,0.07,0.00
29372,0.17,0.00,0.17,0.67,0.14,0.20,0.20,0.20,0.20,0.20,0.00,0.25,0.18,0.15,0.27,0.08,0.26,0.01,0.00,0.00,0.00,0.00,0.00
9863,0.28,1.00,0.17,0.67,0.45,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.32,0.23,0.40,0.33,0.43,0.01,0.01,0.01,0.01,0.02,0.01
9685,0.01,0.00,0.50,0.67,0.31,0.20,0.10,0.20,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.09,0.27,0.01,0.00,0.00,0.02,0.02,0.04
22372,0.17,1.00,0.17,0.67,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.24,0.14,0.13,0.20,0.12,0.29,0.01,0.00,0.00,0.02,0.00,0.02
18117,0.19,0.00,0.50,0.33,0.36,0.20,0.20,0.20,0.40,0.20,0.20,0.28,0.21,0.17,0.30,0.20,0.35,0.01,0.01,0.00,0.01,0.01,0.01
29846,0.29,0.00,0.33,0.67,0.45,0.20,0.20,0.20,0.20,0.20,0.20,0.24,0.17,0.15,0.27,0.20,0.35,0.00,0.00,0.01,0.01,0.01,0.01
28606,0.09,1.00,0.33,0.33,0.34,0.10,0.10,0.10,0.10,0.10,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
28470,0.22,1.00,0.50,0.67,0.41,0.20,0.20,0.10,0.10,0.00,0.00,0.17,0.09,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.12
7543,0.12,1.00,0.50,0.67,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.13,0.21,0.13,0.29,0.00,0.03,0.00,0.00,0.00,0.00
6184,0.14,0.00,0.17,0.67,0.17,0.20,0.10,0.10,0.20,0.20,0.20,0.20,0.08,0.16,0.25,0.19,0.35,0.02,0.08,0.01,0.02,0.01,0.09
8068,0.13,1.00,0.17,0.67,0.12,0.20,0.10,0.20,0.20,0.20,0.20,0.15,0.08,0.09,0.17,0.10,0.28,0.01,0.00,0.00,0.00,0.01,0.01
14956,0.01,1.00,0.17,0.67,0.03,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
27972,0.19,1.00,0.17,0.67,0.12,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.10,0.18,0.08,0.26,0.01,0.02,0.03,0.00,0.00,0.01
3421,0.10,0.00,0.17,0.67,0.16,0.30,0.40,0.10,0.10,0.10,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.01,0.01,0.00
22565,0.49,0.00,0.17,0.67,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
21719,0.02,1.00,0.33,0.33,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.19,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
8493,0.29,1.00,0.17,0.33,0.16,0.30,0.00,0.10,0.20,0.10,0.10,0.14,0.06,0.09,0.16,0.08,0.26,0.00,0.01,0.00,0.00,0.00,0.00
26862,0.12,0.00,0.50,0.33,0.29,0.20,0.20,0.20,0.20,0.10,0.20,0.15,0.07,0.09,0.17,0.18,0.34,0.00,0.00,0.00,0.17,0.01,0.01
18226,0.05,0.00,0.33,0.67,0.52,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
9639,0.25,0.00,0.17,0.67,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.26,0.16,0.14,0.24,0.17,0.35,0.02,0.00,0.01,0.01,0.06,0.01
11877,0.19,0.00,0.33,0.67,0.16,0.20,0.20,0.20,0.20,0.20,0.20,0.21,0.13,0.12,0.22,0.14,0.31,0.01,0.00,0.00,0.00,0.01,0.00
13465,0.13,1.00,0.33,0.33,0.09,0.20,0.20,0.20,0.40,0.40,0.40,0.21,0.15,0.12,0.19,0.11,0.28,0.02,0.00,0.00,0.00,0.00,0.01
7166,0.49,0.00,0.33,0.67,0.26,0.30,0.00,0.10,0.20,0.20,0.20,0.15,0.07,0.15,0.27,0.19,0.35,0.01,0.08,0.00,0.01,0.04,0.01
25508,0.11,1.00,0.17,0.67,0.09,0.30,0.10,0.10,0.10,0.10,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
12309,0.01,1.00,0.50,0.33,0.03,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
11699,0.01,0.00,0.33,0.33,0.55,0.20,0.20,0.20,0.20,0.20,0.00,0.16,0.08,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
22479,0.19,1.00,0.33,0.33,0.17,0.10,0.40,0.10,0.40,0.40,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
20681,0.04,0.00,0.33,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.20,0.10,0.28,0.00,0.00,0.02,0.00,0.00,0.00
27310,0.01,0.00,0.33,0.33,0.22,0.20,0.20,0.20,0.20,0.20,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
17329,0.19,1.00,0.33,0.67,0.26,0.20,0.20,0.20,0.20,0.20,0.20,0.27,0.20,0.17,0.30,0.23,0.36,0.01,0.00,0.01,0.01,0.01,0.01
7183,0.01,1.00,0.33,0.67,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.16,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
5702,0.35,0.00,0.17,0.67,0.19,0.10,0.10,0.10,0.10,0.20,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
6283,0.14,0.00,0.50,0.33,0.14,0.20,0.20,0.00,0.00,0.00,0.00,0.18,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
21877,0.13,1.00,0.17,0.67,0.05,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.19,0.11,0.29,0.00,0.00,0.00,0.00,0.01,0.00
19655,0.14,1.00,0.17,0.67,0.21,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
8639,0.04,0.00,0.33,0.33,0.52,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
22787,0.20,1.00,0.33,0.67,0.24,0.20,0.20,0.20,0.20,0.20,0.20,0.28,0.19,0.16,0.26,0.16,0.32,0.01,0.00,0.01,0.01,0.01,0.01
29755,0.07,0.00,0.50,0.33,0.38,0.40,0.10,0.10,0.40,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
10855,0.07,1.00,0.33,0.33,0.41,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.10,0.10,0.18,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.02
2397,0.04,1.00,0.33,0.33,0.45,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
2484,0.07,1.00,0.33,0.67,0.10,0.30,0.40,0.40,0.20,0.20,0.20,0.22,0.15,0.13,0.24,0.16,0.32,0.00,0.00,0.00,0.01,0.01,0.01
12767,0.17,1.00,0.17,0.67,0.10,0.40,0.40,0.20,0.20,0.40,0.40,0.28,0.21,0.17,0.32,0.25,0.39,0.00,0.00,0.02,0.00,0.03,0.00
2385,0.22,1.00,0.33,0.67,0.36,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.12,0.12,0.21,0.13,0.29,0.00,0.00,0.01,0.02,0.01,0.01
10667,0.14,0.00,0.33,0.67,0.41,0.10,0.10,0.00,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.10,0.26,0.00,0.00,0.00,0.02,0.00,0.00
20178,0.29,1.00,0.17,0.33,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
29023,0.23,1.00,0.33,0.33,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.22,0.15,0.13,0.22,0.15,0.31,0.00,0.00,0.00,0.00,0.01,0.00
21640,0.09,1.00,0.33,0.67,0.05,0.10,0.10,0.00,0.00,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.01,0.02
543,0.09,1.00,0.17,0.67,0.05,0.20,0.20,0.20,0.20,0.10,0.10,0.17,0.10,0.10,0.19,0.10,0.28,0.00,0.00,0.00,0.02,0.07,0.00
19124,0.14,1.00,0.33,0.67,0.19,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.10,0.10,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.12
14966,0.11,1.00,0.33,0.33,0.22,0.20,0.20,0.20,0.20,0.20,0.20,0.22,0.15,0.13,0.24,0.16,0.32,0.00,0.00,0.00,0.00,0.01,0.01
17756,0.00,1.00,0.50,0.33,0.52,0.50,0.40,0.40,0.90,0.90,0.90,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
5199,0.06,1.00,0.50,0.67,0.05,0.30,0.40,0.40,0.20,0.20,0.20,0.21,0.13,0.12,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
21072,0.06,0.00,0.33,0.33,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
1132,0.26,0.00,0.17,0.33,0.40,0.50,0.50,0.60,0.60,0.60,0.60,0.37,0.32,0.24,0.42,0.36,0.47,0.02,0.01,0.02,0.02,0.00,0.00
4439,0.23,0.00,0.33,0.33,0.40,0.00,0.00,0.00,0.10,0.20,0.20,0.14,0.04,0.08,0.16,0.08,0.26,0.01,0.01,0.01,0.01,0.00,0.00
15693,0.35,0.00,0.17,0.67,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.24,0.26,0.20,0.36,0.25,0.36,0.11,0.00,0.01,0.01,0.01,0.01
4324,0.01,1.00,0.33,0.67,0.48,0.20,0.20,0.20,0.50,0.40,0.40,0.16,0.08,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
12898,0.04,0.00,0.33,0.67,0.17,0.40,0.20,0.20,0.20,0.10,0.10,0.19,0.09,0.10,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
24777,0.49,0.00,0.33,0.33,0.34,0.30,0.40,0.20,0.20,0.20,0.20,0.30,0.22,0.18,0.32,0.24,0.39,0.00,0.00,0.01,0.01,0.01,0.01
13965,0.26,1.00,0.17,0.33,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.09,0.26,0.00,0.00,0.00,0.02,0.00,0.03
21810,0.13,1.00,0.50,0.67,0.09,0.40,0.20,0.20,0.20,0.20,0.20,0.27,0.20,0.16,0.29,0.22,0.37,0.01,0.00,0.01,0.01,0.01,0.01
13687,0.31,0.00,0.17,0.67,0.22,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.09,0.26,0.00,0.00,0.00,0.01,0.01,0.01
27586,0.19,0.00,0.17,0.33,0.53,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
7511,0.34,1.00,0.17,0.67,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.01,0.00,0.00,0.00,0.00,0.00
4264,0.48,0.00,0.17,0.33,0.36,0.20,0.20,0.20,0.20,0.20,0.20,0.59,0.54,0.36,0.57,0.52,0.60,0.02,0.01,0.02,0.02,0.04,0.03
15778,0.01,1.00,0.33,0.67,0.05,0.40,0.50,0.40,0.40,0.40,0.40,0.16,0.08,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
1746,0.13,1.00,0.33,0.67,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
7040,0.49,1.00,0.17,0.33,0.31,0.20,0.20,0.20,0.20,0.20,0.10,0.18,0.12,0.12,0.19,0.11,0.27,0.03,0.01,0.00,0.04,0.03,0.02
5115,0.01,0.00,0.33,0.67,0.17,0.70,0.60,0.50,0.60,0.50,0.40,0.17,0.09,0.10,0.18,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
13407,0.19,1.00,0.17,0.67,0.31,0.20,0.20,0.20,0.20,0.20,0.20,0.28,0.22,0.16,0.28,0.22,0.37,0.01,0.00,0.01,0.01,0.01,0.01
4431,0.14,0.00,0.33,0.67,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.19,0.12,0.26,0.00,0.00,0.01,0.02,0.00,0.00
26982,0.16,0.00,0.50,0.33,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.29,0.22,0.18,0.32,0.25,0.40,0.01,0.00,0.01,0.01,0.02,0.01
18806,0.16,1.00,0.50,0.67,0.17,0.30,0.00,0.00,0.00,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
3196,0.04,0.00,0.17,0.67,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.08,0.09,0.16,0.08,0.26,0.01,0.00,0.00,0.00,0.00,0.00
13324,0.07,1.00,0.50,0.67,0.12,0.10,0.10,0.10,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
27640,0.01,1.00,0.17,0.67,0.05,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
9448,0.07,1.00,0.17,0.67,0.02,0.20,0.20,0.20,0.20,0.20,0.20,0.22,0.14,0.13,0.22,0.13,0.30,0.00,0.00,0.00,0.01,0.01,0.04
15428,0.04,0.00,0.33,0.67,0.03,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.10,0.10,0.19,0.14,0.28,0.00,0.00,0.00,0.00,0.01,0.00
29278,0.15,0.00,0.33,0.33,0.10,0.20,0.20,0.20,0.20,0.20,0.00,0.25,0.15,0.12,0.19,0.08,0.26,0.00,0.00,0.00,0.01,0.00,0.00
15168,0.04,1.00,0.33,0.33,0.03,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.21,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
18364,0.08,1.00,0.17,0.67,0.03,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.09,0.10,0.18,0.11,0.28,0.01,0.00,0.00,0.00,0.00,0.00
3846,0.02,1.00,0.33,0.67,0.07,0.20,0.20,0.20,0.20,0.20,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
16453,0.04,1.00,0.33,0.33,0.59,0.20,0.20,0.20,0.40,0.40,0.20,0.17,0.09,0.10,0.18,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
6665,0.14,0.00,0.33,0.33,0.16,0.30,0.40,0.10,0.10,0.20,0.20,0.18,0.07,0.09,0.16,0.09,0.27,0.00,0.00,0.01,0.01,0.01,0.00
23004,0.44,1.00,0.17,0.67,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.01
23238,0.04,1.00,0.33,0.33,0.28,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.21,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.01
3279,0.16,1.00,0.33,0.33,0.47,0.00,0.00,0.10,0.10,0.10,0.10,0.16,0.13,0.15,0.17,0.19,0.27,0.08,0.06,0.02,0.18,0.01,0.00
24162,0.05,0.00,0.17,0.67,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.09,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
27591,0.04,0.00,0.50,0.33,0.66,0.30,0.40,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.20,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
4529,0.04,1.00,0.33,0.67,0.03,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.09,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
11135,0.08,1.00,0.17,0.67,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
12329,0.05,1.00,0.17,0.67,0.26,0.10,0.40,0.10,0.20,0.20,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.01,0.00
11820,0.16,1.00,0.33,0.33,0.26,0.10,0.10,0.40,0.10,0.20,0.10,0.15,0.07,0.09,0.17,0.09,0.26,0.01,0.00,0.01,0.00,0.01,0.00
26997,0.20,0.00,0.33,0.33,0.28,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.10,0.11,0.22,0.15,0.31,0.00,0.01,0.03,0.01,0.01,0.01
19933,0.14,1.00,0.17,0.33,0.41,0.00,0.00,0.10,0.40,0.40,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
12975,0.05,1.00,0.33,0.67,0.03,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
3813,0.05,1.00,0.33,0.33,0.36,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.12,0.12,0.18,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
29791,0.19,0.00,0.17,0.33,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.12,0.10,0.18,0.08,0.28,0.06,0.01,0.03,0.00,0.06,0.08
25425,0.04,1.00,0.33,0.33,0.09,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.10,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
7237,0.04,1.00,0.33,0.33,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.01,0.00,0.00
6064,0.11,1.00,0.33,0.67,0.41,0.20,0.20,0.20,0.20,0.20,0.20,0.23,0.16,0.14,0.25,0.18,0.26,0.00,0.00,0.00,0.00,0.00,0.00
23343,0.16,1.00,0.33,0.33,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.09,0.27,0.01,0.02,0.00,0.01,0.02,0.02
1534,0.04,0.00,0.50,0.33,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.18,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
